262.104	262.315
263.671	263.847
267.833	268.300
282.433	282.702
284.720	284.971
291.779	291.995
293.694	294.114
312.061	312.481
315.475	315.691
315.980	316.243
317.431	317.584
319.683	320.016
333.041	333.292
349.010	349.227
353.085	353.523
354.954	355.125
359.355	359.699
365.810	366.131
368.318	368.575
369.804	370.229
378.975	379.204
379.986	380.342
384.995	385.345
387.294	387.575
399.032	399.388
402.143	402.366
407.298	407.457
458.266	458.819
521.598	521.914
593.342	593.605
644.513	644.730
645.291	645.827
646.121	646.280
646.829	647.220
654.202	654.465
654.794	654.947
671.663	671.891
769.849	770.286
938.025	938.514
949.083	949.556
963.010	963.279
989.672	989.900
1089.715	1090.030
1114.816	1115.224
1115.605	1115.973
1117.167	1117.540
1118.531	1118.875
1119.036	1119.531
1131.412	1131.948
1132.254	1132.535
1133.891	1134.276
1137.780	1138.020
1139.249	1139.443
1142.297	1142.751
1145.965	1146.171
1147.097	1147.448
1149.768	1150.368
1250.618	1250.922
1253.648	1254.056
1268.602	1268.992
1354.132	1354.587
1393.142	1393.457
1396.213	1396.540
1399.063	1399.309
1403.155	1403.500
1406.551	1406.907
1427.101	1427.562
1439.396	1440.124
1506.060	1506.306
1569.300	1569.975
1573.956	1574.265
1580.347	1580.593
1584.637	1584.848
1586.558	1586.961
1604.577	1605.049
1607.305	1607.661
1622.201	1622.644
1624.157	1624.647
1625.783	1626.179
1629.353	1629.575
1673.511	1673.763
1674.306	1674.651
1677.639	1677.977
1680.971	1681.263
1682.108	1682.679
1686.973	1687.358
286.390	286.505
361.411	361.518
