12.338	12.543
26.961	27.363
27.843	28.124
32.348	32.785
127.283	127.656
128.101	128.684
129.912	130.216
256.676	257.038
285.213	285.505
290.322	290.718
297.317	297.742
307.650	307.907
309.780	310.130
310.569	310.926
327.282	327.940
329.291	329.513
333.731	333.966
362.460	363.141
365.740	366.857
380.694	381.659
383.387	383.784
445.605	446.112
556.388	556.657
562.222	562.612
629.995	630.821
704.003	704.539
735.419	735.827
771.451	772.051
1054.856	1055.404
1056.284	1057.279
1065.462	1065.940
1080.444	1080.928
1129.357	1129.737
1165.400	1165.751
1174.607	1175.103
1177.539	1177.901
1179.687	1179.927
1191.749	1192.332
1194.118	1195.205
1251.175	1251.868
1274.261	1274.838
1276.386	1276.980
1318.461	1318.927
1440.534	1440.878
