9.320	10.227
11.833	12.265
53.542	53.869
57.931	58.403
59.010	59.686
99.506	100.129
103.343	103.867
103.941	104.541
121.356	121.695
141.540	141.948
143.264	143.637
242.570	243.100
261.163	261.513
273.899	274.139
279.304	279.660
295.796	296.198
380.427	380.800
428.144	428.587
429.444	429.835
498.535	498.868
514.110	514.419
516.449	516.741
542.577	543.148
548.208	548.715
561.728	562.003
594.509	595.324
673.184	673.639
676.464	676.965
713.180	713.548
789.080	789.396
815.081	815.391
837.837	838.198
865.904	866.347
870.426	870.881
871.268	871.537
914.747	915.010
1028.850	1029.188
1165.679	1166.041
1257.114	1257.441
1443.837	1444.907
1446.652	1447.333
1457.403	1457.713
1473.558	1473.961
1530.000	1530.316
1535.712	1536.144
