11.537	11.806
11.938	12.381
24.889	25.169
39.906	40.204
40.359	41.417
43.383	43.658
44.115	44.569
188.897	189.218
190.679	191.325
415.320	415.607
457.668	457.995
458.626	458.871
465.418	465.704
727.240	727.521
728.697	728.966
764.438	764.928
795.373	795.683
829.315	829.572
876.283	876.691
877.647	878.079
915.519	916.125
916.546	917.338
960.484	960.986
1213.634	1214.193
1219.352	1219.731
1226.893	1227.191
1271.202	1271.732
1320.121	1320.674
1426.840	1427.115
1465.489	1465.921
1499.013	1499.346
1541.616	1542.042
1542.167	1542.535
1542.754	1543.075
1561.225	1561.529
1566.496	1567.119
1575.285	1575.844
1596.183	1596.469
1613.691	1614.134
1626.671	1627.056
1654.465	1654.827
1659.231	1659.570
1673.169	1673.861
1417.742	1418.819
1419.721	1421.786
