33.834	34.126
40.185	40.390
42.565	42.886
48.869	49.347
55.104	55.378
55.487	55.808
66.267	66.599
77.238	77.728
80.407	80.798
137.569	138.041
187.765	187.924
237.717	238.189
245.676	246.165
303.302	303.611
308.091	308.482
320.142	320.446
321.506	321.862
379.933	380.388
418.386	418.736
447.736	448.092
469.771	470.214
483.268	483.479
490.042	490.491
577.895	578.251
580.710	581.159
584.397	584.822
586.306	586.703
601.585	601.988
623.290	623.693
664.488	664.995
785.580	785.884
907.061	907.620
1064.330	1064.819
1091.358	1091.667
1093.407	1093.908
1096.571	1096.979
1099.618	1099.974
1120.615	1120.907
1123.430	1123.926
1133.026	1133.533
