24.465	24.815
34.002	34.800
47.592	48.099
75.142	75.678
90.055	90.336
101.921	102.242
158.183	158.817
206.550	206.976
233.978	234.300
234.977	235.577
236.521	236.848
246.895	247.256
254.522	254.948
267.003	267.498
326.086	326.344
328.594	329.066
361.630	361.870
409.527	409.918
472.424	472.751
483.883	484.814
513.953	514.257
524.251	524.601
748.939	749.121
811.465	811.826
888.793	889.108
984.018	984.246
991.622	992.205
992.928	993.238
997.120	997.557
1046.938	1047.230
1048.616	1048.920
1086.725	1087.169
1163.084	1163.562
1176.413	1176.693
1184.952	1185.343
1213.205	1213.683
1248.801	1249.197
1250.391	1250.718
1251.837	1252.251
1288.832	1289.333
1312.708	1312.971
1347.712	1348.196
1367.548	1367.921
