11.229	11.713
12.849	13.188
86.305	86.650
95.268	95.775
97.567	97.923
124.961	125.265
152.697	152.908
154.015	154.377
158.479	158.759
193.378	193.578
257.634	257.955
260.519	260.759
375.144	375.396
390.562	391.011
406.851	407.265
422.014	422.596
435.255	435.553
460.884	461.188
551.674	552.024
557.543	557.835
558.849	559.280
568.386	568.754
581.244	581.403
595.374	595.527
610.792	611.136
637.385	637.926
642.307	642.698
867.320	867.879
890.383	890.768
903.183	903.505
955.469	955.790
985.138	985.634
986.427	986.847
1028.380	1028.724
1062.739	1063.060
1065.746	1066.102
1066.327	1066.578
1115.710	1115.990
